lemma,definition,count
applicable,capable of being applied; having relevance,97206756
wire,ligament made of metal and used to fasten things or make cages or fences etc,97129605
controlled,restrained or managed or kept within certain bounds,97095661
pointed,having a point,96945843
electrical,relating to or concerned with electricity,96931024
cast,put or send forth,96856994
classification,the act of distributing things into classes or categories of the same type,96563500
vi,the cardinal number that is the sum of five and one,96491836
ice,water frozen in the solid state,96468455
gross,before any deductions,96437229
recommended,push for something,96414933
yard,a unit of length equal to 3 feet; defined as 91.44 centimeters; originally taken to be the average length of a stride,96360433
maintained,kept in good condition,96354437
hole,an opening into or through something,96289237
improve,to make better,96207508
promise,make a promise or commitment,96042044
dear,dearly loved,95711926
fluid,a substance that is fluid at room temperature and pressure,95595085
background,a person's social heritage: previous experience or training,95591872
owned,having an owner; often used in combination,95494709
organized,formed into a structured or coherent whole,95479040
sight,an instance of visual perception,95451657
aware,(sometimes followed by `of') having or showing knowledge or understanding or realization or perception,95321113
mining,the act of extracting ores or coal etc from the earth,95258311
ministry,religious ministers collectively (especially Presbyterian),95150934
ear,the sense organ for hearing and equilibrium,95060848
valuable,having great material or monetary value especially for use or exchange,94957604
holy,a sacred place of pilgrimage,94931862
buy,obtain by purchase; acquire by means of a financial transaction,94909817
elected,subject to popular election,94903521
broken,physically and forcibly separated into pieces or cracked or split,94875208
cancer,any malignant growth or tumor caused by abnormal and uncontrolled cell division; it may spread to other parts of the body through the lymphatic system or the blood stream,94764429
carefully,taking care or paying attention,94763793
identity,the distinct personality of an individual regarded as a persisting entity,94740769
closely,in a close relation or position in time or space,94668540
mechanical,using (or as if using) mechanisms or tools or devices,94656377
utility,a company that performs a public service; subject to government regulation,94571237
drop,let fall to the ground,94558122
explained,make plain and comprehensible,94510131
gun,a weapon that discharges a missile at high velocity (especially from a metal tube or barrel),94414433
expert,a person with special knowledge or ability who performs skillfully,94387761
muscle,one of the contractile organs of the body,94332119
associate,make a logical or causal connection,94328103
candidate,a politician who is running for public office,94308906
yellow,of the color intermediate between green and orange in the color spectrum; of something resembling the color of an egg yolk,94285004
input,signal going into an electronic system,94269928
columbia,a North American river; rises in southwestern Canada and flows southward across Washington to form the border between Washington and Oregon before emptying into the Pacific; known for its salmon runs in the spring,94107118
evil,morally bad or wrong,94095336
expect,regard something as probable or likely,94074004
poem,a composition written in metrical feet forming rhythmical lines,93943379
fundamental,serving as an essential component,93931686
australia,"a nation occupying the whole of the Australian continent; Aboriginal tribes are thought to have migrated from southeastern Asia 20,000 years ago; first Europeans were British convicts sent there as a penal colony",93884849
greatly,to an extraordinary extent or degree,93866593
favor,promote over another,93859790
equally,to the same degree (often followed by `as'),93796550
weather,the atmospheric conditions that comprise the state of the atmosphere in terms of temperature and wind and clouds and precipitation,93769499
examined,consider in detail and subject to an analysis in order to discover essential features or meaning,93752814
acting,the performance of a part or role in a drama,93686846
passing,(American football) a play that involves one player throwing the ball to a teammate,93665461
campaign,a race between candidates for elective office,93601998
overall,involving only main features,93557766
inspection,a formal or official examination,93543314
secret,not open or public; kept private or not revealed,93513171
fifth,coming next after the fourth and just before the sixth in position,93402409
attached,being joined in close association,93246447
carbon,an abundant nonmetallic tetravalent element occurring in three allotropic forms: amorphous carbon and graphite and diamond; occurs in all organic compounds,93180840
consent,permission to do something,93175527
dynamic,characterized by action or forcefulness or force of personality,93158071
sought,that is looked for,93084376
regarded,deem to be,93003024
forty,being ten more than thirty,92897448
doctrine,a belief (or system of beliefs) accepted as authoritative by some group or school,92719909
straight,without deviation,92718140
bishop,a senior member of the Christian clergy having spiritual and administrative authority; appointed in Christian churches to oversee priests or ministers; considered in some churches to be successors of the twelve Apostles of Christ,92651215
avenue,a line of approach,92640406
license,a legal document giving official permission to do something,92617278
pennsylvania,a Mid-Atlantic state; one of the original 13 colonies,92520422
perspective,a way of regarding situations or topics etc.,92407486
suppose,express a supposition,92370980
sequence,serial arrangement in which things follow in logical order or a recurrent pattern,92327221
assumption,a statement that is assumed to be true and from which a conclusion can be drawn,92267569
finger,any of the terminal members of the hand (sometimes excepting the thumb),92236926
cambridge,a university in England,92169359
severe,intensely or extremely bad or unpleasant in degree or quality,92165968
plus,a useful or valuable quality,91991477
rapidly,with rapid movements,91842317
artist,a person whose creative work shows sensitivity and imagination,91817034
display,"to show, make visible or apparent",91785027
steam,travel by means of steam power,91764005
delivered,"deliver (a speech, oration, or idea)",91752285
concrete,a strong hard building material composed of sand and gravel and cement and water,91738853
machinery,machines or machine systems collectively,91582328
manufacture,"put together out of artificial or natural components or parts; ; ; He manufactured a popular cereal""",91534255
novel,an extended fictional work in prose; usually in the form of a story,91525286
servant,a person working in the service of another (especially in the household),91507069
emergency,a sudden unforeseen crisis (usually involving danger) that requires immediate action,91504736
en,half the width of an em,91448082
philadelphia,the largest city in Pennsylvania; located in the southeastern part of the state on the Delaware river; site of Independence Hall where the Declaration of Independence and the Constitution were signed; site of the University of Pennsylvania,91429874
shoulder,the part of the body between the neck and the upper arm,91400223
factory,a plant consisting of one or more buildings with facilities for manufacturing,91338657
recovery,return to an original state,91310114
approval,the formal act of approving,91297670
link,make a logical or causal connection,91274864
heaven,any place of complete bliss and delight and peace,91263402
electron,an elementary particle with negative charge,91252287
mortgage,a conditional conveyance of property as security for the repayment of a loan,91169455
troop,a group of soldiers,91115579
intention,an anticipated outcome that is intended or that guides your planned actions,91110558
diameter,the length of a straight line passing through the center of a circle and connecting two points on the circumference,91107040
dream,a series of mental images and emotions occurring during sleep,91067298
global,involving the entire earth; not limited or provincial in scope,90966201
secure,get by special effort,90958783
adjustment,making or becoming suitable; adjusting to circumstances,90891222
twelve,denoting a quantity consisting of 12 items or units,90890571
shift,make a shift in or exchange of,90723079
forced,produced by or subjected to forcing,90706838
exhibit,"show an attribute, property, knowledge, or skill",90606278
killed,"cause to die; put to death, usually intentionally or knowingly",90547825
possibly,by chance,90449780
monthly,a periodical that is published every month (or 12 issues per year),90438785
desired,greatly desired,90289206
catholic,a member of a Catholic church,90246278
apparent,clearly revealed to the mind or the senses or judgment,90242217
interval,a definite length of time marked off by two instants,90189847
vision,a vivid mental image,90128777
typical,exhibiting the qualities or characteristics that identify a group or kind or category,90106745
relevant,having a bearing on or connection with the subject at issue,90035780
mention,make reference to,90023259
rent,"a payment or series of payments made by the lessee to an owner for use of some property, facility, equipment, or service",90006406
contrary,very opposed in nature or character or purpose,89885454
apart,separated or at a distance in place or position or time,89817598
rank,a row or line of people (especially soldiers or police) standing abreast of one another,89741363
mixture,(chemistry) a substance consisting of two or more substances mixed together (not in fixed proportions and not with chemical bonding),89642206
extensive,large in spatial extent or range or scope or quantity,89460036
wild,marked by extreme lack of restraint or control,89423735
michigan,a midwestern state in north central United States in the Great Lakes region,89342881
uniform,clothing of distinctive design worn by members of a particular group as a means of identification,89286594
colony,a body of people who settle far from home but maintain ties with their homeland; inhabitants remain nationals of their home state but are not literally under the home state's system of government,89241889
oxford,a city in southern England to the northwest of London; site of Oxford University,89175099
mere,being nothing more than specified,89166454
remove,"remove something concrete, as by lifting, pushing, or taking off, or remove something abstract",89147593
suggestion,an idea that is suggested,89146134
declared,made known or openly avowed,89068439
ideal,conforming to an ultimate standard of perfection or excellence; embodying an ideal,89032811
magazine,a periodic publication containing pictures and stories and articles of interest to those who purchase it or subscribe to it,88934555
objection,the act of expressing earnest opposition or protest,88904395
continuous,continuing in time or space without interruption; - James Jeans,88820257
wing,a movable organ for flying (one of a pair),88732961
protect,"shield from danger, injury, destruction, or damage",88671381
nevertheless,despite anything to the contrary (usually following a concession),88648566
copper,a ductile malleable reddish-brown corrosion-resistant diamagnetic metallic element; occurs in various minerals but is the only metal that occurs abundantly in large masses; used as an electrical and thermal conductor,88625862
suddenly,happening unexpectedly,88618228
frank,characterized by directness in manner or speech; without subtlety or evasion,88600624
interior,the region that is inside of something,88476575
powerful,having great power or force or potency or effect,88459440
supposed,mistakenly believed,88445359
ireland,a republic consisting of 26 of 32 counties comprising the island of Ireland; achieved independence from the United Kingdom in 1921,88332086
soft,yielding readily to pressure or weight,88298604
discovered,discovered or determined by scientific observation,88177337
phenomenon,any state or process known through the senses rather than by intuition or reasoning,88174941
violation,a crime less serious than a felony,88140088
hardly,only a very short time before; ; ; ; ; - W.B.Yeats,87946672
assume,take to be the case or to be true; accept without verification or proof,87942018
calculated,make a mathematical calculation or computation,87924681
formula,a group of symbols that make a mathematical statement,87908821
legislative,relating to a legislature or composed of members of a legislature,87882516
anti,not in favor of (an action or proposal etc.),87827460
flight,a formation of aircraft in flight,87819121
represents,take the place of or be parallel or equivalent to,87706396
capable,(usually followed by `of') having capacity or ability,87652544
besides,making an additional point; anyway,87623723
pursuant,(followed by `to') in conformance to or agreement with,87599423
latin,any dialect of the language of ancient Rome,87597490
aircraft,a vehicle that can fly,87501596
expansion,the act of increasing (something) in size or volume or quantity or scope,87487028
extremely,to a high degree or extent; favorably or with much respect,87436516
primarily,for the most part,87336530
marketing,the exchange of goods for an agreed sum of money,87315968
flat,"having a surface without slope, tilt in which no part is higher or lower than another",87270344
ion,a particle that is electrically charged (positive or negative); an atom or molecule or group that has lost or gained one or more electrons,87245908
roll,move by turning over or rotating,87230777
exposure,vulnerability to the elements; to the action of heat or cold or wind or rain;  or,87207854
receiving,get something; come into possession of,87188091
dealing,method or manner of conduct in relation to others,86960139
maybe,by chance,86750834
keeping,conformity or harmony,86724797
symptom,(medicine) any sensation or change in bodily function that is experienced by a patient and is associated with a particular disease,86714524
interview,"conduct an interview in television, newspaper, and radio reporting",86685253
passenger,a traveler riding in a vehicle (a boat or bus or car or plane or train etc) who is not operating it,86646380
spanish,the Romance language spoken in most of Spain and the countries colonized by Spain,86515613
billion,denoting a quantity consisting of one thousand million items or units in the United States,86513050
debate,a discussion in which reasons are advanced for and against some proposition or proposal,86392898
watch,look attentively,86334655
legislature,persons who make or amend or repeal laws,86255350
conversation,the use of speech for informal exchange of views or ideas or information etc.,86253807
necessarily,in an essential manner,86126282
distinct,(often followed by `from') not alike; different in nature or quality,86014130
fight,be engaged in a fight; carry on a fight,85979598
corp,a business firm whose articles of incorporation have been approved in some state,85966770
delay,cause to be slowed down or delayed,85910319
mixed,consisting of a haphazard assortment of different kinds; ; ; ; ; ; - I.A.Richards,85883034
appendix,supplementary material that is collected and appended at the back of a book,85850481
ex,a man who was formerly a certain woman's husband,85840241
perform,carry out or perform an action,85767359
italy,a republic in southern Europe on the Italian Peninsula; was the core of the Roman Republic and the Roman Empire between the 4th century BC and the 5th century AD,85707003
inquiry,a search for knowledge,85692305
mainly,for the most part,85684791
aim,an anticipated outcome that is intended or that guides your planned actions,85632605
dimension,the magnitude of something in a particular direction (especially length or width or height),85630010
abstract,consider a concept without thinking of a specific example; consider abstractly or theoretically,85502371
thin,of relatively small extent from one surface to the opposite or in cross section,85494946
membership,the body of members of an organization or group,85370936
sleep,be asleep,85332000
strain,to exert much effort or energy,85310865
changing,marked by continuous change or effective action,85171973
shot,the act of firing a projectile,84925486
liberty,immunity from arbitrary exercise of authority: political independence,84902876
infection,the pathological state resulting from the invasion of the body by pathogenic microorganisms,84771510
chosen,one who is the object of choice; who is given preference,84676414
border,a line that indicates a boundary,84669410
academic,associated with academia or an academy,84613472
fort,a fortified military post where troops are stationed,84519525
touch,"make physical contact with, come in contact with",84425533
core,a small group of indispensable persons or things,84413883
colour,having or capable of producing colors,84353054
assigned,appointed to a post or duty,84190967
obvious,easily perceived by the senses or grasped by the mind,84186606
beauty,the qualities that give pleasure to the senses,84150186
acquired,gotten through environmental forces,84139472
senior,an undergraduate student during the year preceding graduation,84064187
ball,round object that is hit or thrown or kicked in games,84010876
corporate,of or belonging to a corporation,83971123
creation,the human act of creating,83943317
confidence,freedom from doubt; belief in yourself and your abilities,83919402
talking,an exchange of ideas via conversation,83746687
spoke,support consisting of a radial member of a wheel joining the hub to the rim,83693234
slowly,without speed (`slow' is sometimes used informally for `slowly'),83669333
gate,a movable barrier in a fence or wall,83635541
ensure,make certain of,83544511
producer,someone who manufactures something,83536938
crown,invest with regal power; enthrone,83426335
treasury,the funds of a government or institution or individual,83395987
struggle,an energetic attempt to achieve something,83376573
row,an arrangement of objects or people side by side in a line,83371611
transition,the act of passing from one state or place to the next,83361711
formal,being in accord with established forms and conventions and requirements (as e.g. of formal dress),83332437
pupil,a learner who is enrolled in an educational institution,83299468
navy,an organization of military vessels belonging to a country and available for sea warfare,83296851
clay,a very fine-grained soil that is plastic when moist but hard when fired,83287213
false,not in accordance with the fact or reality or actuality,83284510
participation,the act of sharing in the activities of a group,83269371
poet,a writer of poems (the term is usually reserved for writers of good poetry),83262260
topic,the subject matter of a conversation or discussion,83261312
decade,a period of 10 years,83242033
dated,marked by features of the immediate and usually discounted past,83202741
wheel,a simple machine consisting of a circular frame with spokes (or a solid disc) that can rotate on a shaft or axle (as in vehicles or other machines),83191090
grown,(of animals) fully developed,83083241
producing,bring forth or yield,83033417
narrow,not wide,83019122
pension,a regular payment to a person that is intended to allow them to subsist without working,82849762
extra,"more than is needed, desired, or required",82809889
canal,(astronomy) an indistinct surface feature of Mars once thought to be a system of channels; they are now believed to be an optical illusion,82796846
advice,a proposal for an appropriate course of action,82781423
michael,(Old Testament) the guardian archangel of the Jews,82702127
indicates,be a signal for or a symptom of,82639096
extreme,of the greatest possible degree or extent or intensity,82613115
