lemma,definition,count
sa,Nazi militia created by Hitler in 1921 that helped him to power but was eclipsed by the SS after 1943,42817962
appear,give a certain impression or have a certain outward aspect,42801104
dynamic,characterized by action or forcefulness or force of personality,42786164
developing,relating to societies in which capital needed to industrialize is in short supply,42769271
determine,"establish after a calculation, investigation, experiment, survey, or study",42707469
configuration,an arrangement of parts or elements,42646143
da,an official prosecutor for a judicial district,42646104
ex,a man who was formerly a certain woman's husband,42611195
actual,presently existing in fact and not merely potential or possible,42552937
corner,a place off to the side of an area,42507235
historical,of or relating to the study of history,42501329
commerce,transactions (sales and purchases) having the objective of supplying commodities (goods and services),42459641
perhaps,by chance,42450144
difficult,not easy; requiring great physical or mental effort to accomplish or comprehend or endure,42436311
scientific,of or relating to the practice of science,42415451
therapy,(medicine) the act of caring for someone (as by medication or remedial training etc.),42407034
affair,a vaguely specified concern,42377709
contribution,the part played by a person in bringing about a result,42347798
cum,the thick white fluid containing spermatozoa that is ejaculated by the male genital tract,42343923
ice,water frozen in the solid state,42343402
ford,United States film maker (1896-1973),42309151
nc,a state in southeastern United States; one of the original 13 colonies,42296435
reach,"reach a destination, either real or abstract",42272594
met,come together,42223443
font,a specific size and style of type within a type family,42212524
scott,award-winning United States film actor (1928-1999),42177232
particularly,to a distinctly greater extent or degree than is common,42160203
fuck,slang for sexual intercourse,42157670
gain,obtain,42117764
oral,using speech rather than writing,42089076
pink,of a light shade of red,42077063
www,computer network consisting of a collection of internet sites that offer text and graphics and sound and animation resources through the hypertext transfer protocol,42076566
advertisement,a public promotion of some product or service,42023212
cultural,of or relating to the arts and manners that a group favors,42022443
cold,having a low or inadequate temperature or feeling a sensation of coldness or having been made cold by e.g. ice or refrigeration,42009560
ac,a radioactive element of the actinide series; found in uranium ores,42006396
easily,with ease (`easy' is sometimes used informally for `easily'),41949287
functional,designed for or capable of a particular function or use,41862937
mount,attach to a support,41830350
judge,determine the result of (a competition),41823225
failure,an act that fails,41811453
closed,not open or affording passage or access,41782645
zealand,the largest island of Denmark and the site of Copenhagen,41735850
bedroom,a room used primarily for sleeping,41722721
candidate,a politician who is running for public office,41699408
warranty,a written assurance that some product or service will be provided or will meet certain specifications,41671597
monitoring,the act of observing something (and sometimes keeping a record of it),41647453
trend,a general direction in which something tends to move,41626912
protocol,(computer science) rules determining the format and transmission of data,41618828
canon,a rule or especially body of rules or principles generally established as valid and fundamental in a field or art or philosophy,41606416
plastic,generic name for certain synthetic or semisynthetic materials that can be molded or extruded into objects or films or filaments or used for making e.g. coatings and adhesives,41546050
opening,first or beginning,41525814
headline,the heading or caption of a newspaper article,41523828
aim,an anticipated outcome that is intended or that guides your planned actions,41507102
sc,a white trivalent metallic element; sometimes classified in the rare earth group; occurs in the Scandinavian mineral thortveitite,41430706
va,a state in the eastern United States; one of the original 13 colonies; one of the Confederate States in the American Civil War,41403113
wait,stay in one place and anticipate or expect something,41363575
byte,a sequence of 8 bits (enough to represent one character of alphanumeric data) processed as a single unit of information,41358255
thinking,the process of using your mind to consider something carefully,41347669
freedom,the condition of being free; the power to act or speak or think without externally imposed restraints,41224448
recommend,push for something,41146831
cent,a fractional monetary unit of several countries,41137999
hardcore,intensely loyal,41125351
surgery,the branch of medical science that treats disease or injury by operative procedures,41091411
heat,a form of energy that is transferred by a difference in temperature,41077034
suggestion,an idea that is suggested,41063418
route,an established line of travel or access,41054858
laboratory,a workplace for the conduct of scientific research,41044106
marine,of or relating to the sea,40971252
lesson,a unit of instruction,40960406
administrator,someone who administers a business,40960388
apparel,clothing in general,40873061
mo,an indefinitely short time,40856019
accounting,a convincing explanation that reveals basic causes,40843371
optional,possible but not necessary; left to personal choice,40839022
citizen,a native or naturalized member of a state or other political community,40812604
km,a metric unit of length equal to 1000 meters (or 0.621371 miles),40793869
manufacturing,the act of making something (a product) from raw materials,40781457
ar,a colorless and odorless inert gas; one of the six inert gases; comprises approximately 1% of the earth's atmosphere,40764985
fishing,the act of someone who fishes as a diversion,40730311
recording,"a signal that encodes something (e.g., picture or sound) that has been recorded",40729400
pda,a lightweight consumer electronic device that looks like a hand-held computer but instead performs specific tasks; can serve as a diary or a personal database or a telephone or an alarm clock etc.,40722074
tape,a long thin piece of cloth or paper as used for binding or fastening,40660941
blowjob,slang for fellatio,40634426
contractor,someone (a person or firm) who contracts to build things,40614095
investor,someone who commits capital in order to gain financial returns,40557764
johnson,English writer and lexicographer (1709-1784),40527537
solid,matter that is solid at room temperature and pressure,40522762
install,set up for use,40502273
generally,usually; as a rule,40435813
continued,without stop or interruption,40414263
drink,take in liquids,40392266
appeal,earnest or urgent request,40379825
organisation,the persons (or committees or departments etc.) who make up a body for the purpose of administering something,40309867
wild,marked by extreme lack of restraint or control,40270633
festival,a day or period of time set aside for feasting and celebration,40248142
congress,the legislature of the United States government,40245818
train,public transport provided by a line of railway cars coupled together and drawn by a locomotive,40164074
quickly,with rapid movements,40161558
craft,the skilled practice of a practical occupation,40155446
birth,the time when something begins (especially life),40153101
handle,"be in charge of, act on, or dispose of",40142611
engineer,a person who uses scientific knowledge to solve practical problems,40132476
amendment,the act of amending or correcting,40053449
doc,a licensed medical practitioner,40035156
driving,having the power of driving or impelling,40033859
promotion,a message issued in behalf of some product or cause or idea or person or institution,40029781
santa,the legendary patron saint of children; an imaginary being who is thought to bring presents to children at Christmas,40023825
carry,"move while supporting, either in a vehicle or in one's hands or on one's body",39978069
kansa,a member of the Siouan people of the Kansas river valley in Kansas,39945400
breakfast,the first meal of the day (usually in the morning),39942370
theater,a building where theatrical performances or motion-picture shows can be presented,39928561
italian,of or pertaining to or characteristic of Italy or its people or culture or language,39875209
fix,restore by replacing a part or putting together what is torn or broken,39847571
reduce,cut down on; make a reduction in,39830748
roll,move by turning over or rotating,39810763
brought,take something or somebody with oneself somewhere,39794764
boot,footwear that covers the whole foot and lower leg,39793652
leg,a human limb; commonly used to refer to a whole limb but technically only the part of the limb between the knee and ankle,39781266
touch,"make physical contact with, come in contact with",39762539
participant,someone who takes part in an activity,39748628
enable,render capable or able for some task,39733007
acid,any of various water-soluble compounds having a sour taste and capable of turning litmus red and reacting with a base to form a salt,39661827
notebook,a book with blank pages for recording notes or memoranda,39623179
mid,used in combination to denote the middle,39610476
expression,the feelings expressed on a person's face,39587597
equal,"having the same quantity, value, or measure as another",39582141
israel,Jewish republic in southwestern Asia at eastern end of Mediterranean; formerly part of Palestine,39562603
se,a toxic nonmetallic element related to sulfur and tellurium; occurs in several allotropic forms; a stable grey metallike allotrope conducts electricity better in the light than in the dark and is used in photocells; occurs in sulfide ores (as pyrite),39483236
expense,amounts paid for goods and services that may be currently tax deductible (as opposed to capital expenditures),39444835
soft,yielding readily to pressure or weight,39440877
defense,(military) military action or resources protecting a country against potential enemies,39439317
assistant,a person who contributes to the fulfillment of a need or furtherance of an effort or purpose,39419986
jones,United States labor leader (born in Ireland) who helped to found the Industrial Workers of the World (1830-1930),39397212
ipod,(trademark) a pocket-sized device used to play music files,39376632
hundred,being ten more than ninety,39367996
alone,without any others being included or involved,39326417
adam,(Old Testament) in Judeo-Christian mythology; the first man and the husband of Eve and the progenitor of the human race,39314641
arizona,a state in southwestern United States; site of the Grand Canyon,39283012
queen,the only fertile female in a colony of social insects such as bees and ants and termites; its function is to lay eggs,39224762
prime,first in rank or degree,39210803
volunteer,tell voluntarily,39176660
mom,informal terms for a mother,39068727
angel,spiritual being attendant upon God,39041638
produced,bring forth or yield,39030637
creek,a natural stream of water smaller than a river (and often a tributary of a river),39021850
supported,"give moral or psychological support, aid, or courage to",38989028
upper,higher in place or position,38952299
scheme,an elaborate and systematic plan of action,38942871
bond,an electrical force linking atoms,38879421
rich,possessing material wealth,38868722
creating,make or cause to be or to become,38863806
orange,of the color between red and yellow; similar to the color of a ripe orange,38839745
disk,something with a round shape resembling a flat circular plate,38820773
abuse,treat badly,38815779
fresh,"recently made, produced, or harvested",38781893
con,an argument opposed to a proposal,38751986
growing,(biology) the process of an individual organism growing organically; a purely biological unfolding of events involved in an organism changing gradually from a simple to a more complex level,38729323
soul,the immaterial part of a person; the actuating cause of an individual life,38590733
hire,engage or hire for work,38588961
ft,a linear unit of length equal to 12 inches or a third of a yard,38549927
import,bring in from abroad,38535199
eastern,lying toward or situated in the east,38506956
plate,(baseball) base consisting of a rubber slab where the batter stands; it must be touched by a base runner in order to score,38485659
criterion,a basis for comparison; a reference point against which other things can be evaluated,38481813
brief,of short duration or distance,38472007
generated,bring into existence,38437769
saying,a word or phrase that particular people use in particular situations,38415068
signed,having a handwritten signature,38369963
ray,a column of light (as from a beacon),38339958
administrative,of or relating to or responsible for administration,38339299
dj,a person who announces and plays popular recorded music,38331570
serious,concerned with work or important matters rather than play or trivialities,38316678
separate,independent; not united or joint,38315451
labor,a social class comprising those who do manual labor or work for wages,38292450
recovery,return to an original state,38292278
bondage,"the state of being under the control of a force or influence or abstract power; he sought release from his bondage to Satana self freed from the bondage of time""",38272228
began,take the first step or steps in carrying out an action,38269468
louis,United States prizefighter who was world heavyweight champion for 12 years (1914-1981),38259201
informed,having much knowledge or education,38207430
cap,a tight-fitting headdress,38194301
ga,"the first known nerve agent, synthesized by German chemists in 1936; a highly toxic combustible liquid that is soluble in organic solvents and is used as a nerve gas in chemical warfare",38185755
origin,"the place where something begins, where it springs into being",38129319
worked,exert oneself by doing mental or physical work for a purpose or out of necessity,38128226
urban,relating to or concerned with a city or densely populated area,38087999
forecast,predict in advance,38070212
cycle,an interval during which a recurring sequence of events occurs,38019495
sorted,examine in order to test suitability,38002278
disability,the condition of being unable to perform as a consequence of physical or mental unfitness,38000912
reporting,the news as presented by reporters for newspapers or radio or television,37995481
initiative,readiness to embark on bold new ventures,37976468
porno,creative activity (writing or pictures or films etc.) of no literary or artistic value other than to stimulate sexual desire,37938536
truth,a fact that has been verified,37860395
attempt,make an effort or attempt,37858669
immediately,without delay or hesitation; with no time intervening,37857880
feeling,the experiencing of affective and emotional states,37845806
nursing,the work of caring for the sick or injured or infirm,37822746
household,a social unit living together,37807831
permit,"consent to, give permission",37792653
approval,the formal act of approving,37779861
heavy,of comparatively great physical weight or density,37779023
fill,"make full, also in a metaphorical sense",37778413
designated,assign a name or title to,37777117
draft,draw up an outline or sketch for something,37774482
colour,having or capable of producing colors,37751212
consultant,an expert who gives advice,37734908
hole,an opening into or through something,37728350
speech,the act of delivering a formal spoken communication to an audience,37706832
em,a quad with a square body,37702094
covered,overlaid or spread or topped with or enclosed within something; sometimes used as a combining form,37662109
preview,an advertisement consisting of short scenes from a motion picture that will appear in the near future,37661400
universal,of worldwide scope or applicability; ; - Christopher Morley,37658200
theatre,a building where theatrical performances or motion-picture shows can be presented,37613647
integrated,formed or united into a whole,37600088
comprehensive,including all or everything,37561161
assembly,a group of machine parts that fit together to form a self-contained unit,37541474
avenue,a line of approach,37522170
pharmacy,"the art and science of preparing and dispensing drugs and medicines,",37493222
specialist,an expert who is devoted to one occupation or branch of learning,37461293
protect,"shield from danger, injury, destruction, or damage",37455957
smart,showing mental alertness and calculation and resourcefulness,37455745
compliance,acting according to certain accepted standards,37368042
became,enter or assume a certain state or condition,37332761
leaf,the main organ of photosynthesis and transpiration in higher plants,37317352
prevent,keep from happening or arising; make impossible,37247684
criminal,someone who has committed a crime or has been legally convicted of a crime,37169821
atom,(physics and chemistry) the smallest component of an element having the chemical properties of the element,37152855
andrew,(New Testament) disciple of Jesus; brother of Peter; patron saint of Scotland,37151685
laser,an acronym for light amplification by stimulated emission of radiation; an optical device that produces an intense monochromatic beam of coherent light,37147026
behavior,manner of acting or controlling yourself,37145825
acceptance,the mental attitude that something is believable and should be accepted as true,37132386
native,characteristic of or existing by virtue of geographic origin,37100828
translation,a written communication in a second language having the same meaning as the written communication in a first language,37040505
pennsylvania,a Mid-Atlantic state; one of the original 13 colonies,37039579
row,an arrangement of objects or people side by side in a line,37029342
brain,that part of the central nervous system that includes all the higher nervous centers; enclosed within the skull; continuous with the spinal cord,37025785
faith,a strong belief in a supernatural power or powers that control human destiny,36920083
editorial,an article giving opinions or perspectives,36905858
winner,the contestant who wins the contest,36893955
spot,a point located with respect to surface features of some region,36860591
spa,a health resort near a spring or at the seaside,36855842
ministry,religious ministers collectively (especially Presbyterian),36853902
seem,give a certain impression or have a certain outward aspect,36852843
intended,resulting from one's intentions,36830419
latin,any dialect of the language of ancient Rome,36779697
antique,made in or typical of earlier times and valued for its age,36778790
magic,any art that invokes supernatural powers,36764626
suggest,"make a proposal, declare a plan for something",36726336
evening,the latter part of the day (the period of decreasing daylight from late afternoon until nightfall),36714169
serve,"serve a purpose, role, or function",36697856
talking,an exchange of ideas via conversation,36617848
gave,"cause to have, in the abstract sense or physical sense",36576222
multimedia,transmission that combine media of communication (text and graphics and sound etc.),36522534
wire,ligament made of metal and used to fasten things or make cages or fences etc,36514826
avoid,stay clear from; keep away from; keep out of the way of someone or something,36508203
cc,a metric unit of volume equal to one thousandth of a liter,36501211
certified,endorsed authoritatively as having met certain requirements,36493381
manage,be successful; achieve a goal,36439435
computing,the branch of engineering science that studies (with the aid of computers) computable processes and structures,36381081
symbol,an arbitrary sign (written or printed) that has acquired a conventional significance,36364641
oregon,a state in northwestern United States on the Pacific,36353838
battle,a hostile meeting of opposing military forces in the course of a war,36341684
portion,something determined in relation to something that includes it,36319931
interactive,used especially of drugs or muscles that work together so the total effect is greater than the sum of the two (or more),36253355
bath,a vessel containing liquid in which something is immersed (as to process it or to maintain it at a constant temperature or to lubricate it),36245268
ct,a New England state; one of the original 13 colonies,36171780
leadership,the activity of leading,36163917
define,determine the essential quality of,36087006
racing,the sport of engaging in contests of speed,36079737
religious,concerned with sacred matters or religion or the church,36046200
lcd,a digital display that uses liquid crystal cells that change reflectivity in an applied electric field; used for portable computer displays and watches etc.,36039128
mix,mix together different elements,35980287
airline,a hose that carries air under pressure,35959110
dress,a one-piece garment for a woman; has skirt and bodice,35956915
layer,single thickness of usually some homogeneous substance,35930723
domestic,of concern to or concerning the internal affairs of a nation,35918709
identify,recognize as being; establish the identity of someone or something,35854119
hat,headdress that protects the head from bad weather; has shaped crown and usually a brim,35813798
missing,not able to be found,35813046
died,pass from physical life and lose all bodily attributes and functions necessary to sustain life,35803272
approximately,(of quantities) imprecise but fairly close to correct,35797333
rom,(computer science) memory whose contents can be accessed and read but cannot be changed,35764004
houston,the largest city in Texas; located in southeastern Texas near the Gulf of Mexico; site of the National Aeronautics and Space Administration,35722699
moved,"change location; move, travel, or proceed, also metaphorically",35713495
snow,precipitation falling from clouds in the form of ice crystals,35709742
spec,a detailed description of design criteria for a piece of work,35698576
mental,involving the mind or an intellectual process,35674270
iron,a heavy ductile magnetic metallic element; is silver-white in pure form but readily rusts; used in construction and tools and armament; plays a role in the transport of oxygen by the blood,35668530
viewed,deem to be,35666896
extended,relatively long in duration; tediously protracted,35651592
desk,a piece of furniture with a writing surface and usually drawers or other compartments,35626671
sorry,feeling or expressing regret or sorrow or a sense of loss over something done or undone,35595812
wallpaper,a decorative paper for the walls of rooms,35553805
framework,a hypothetical description of a complex entity or process,35519983
gamma,the 3rd letter of the Greek alphabet,35485081
eu,a bivalent and trivalent metallic element of the rare earth group,35473942
pair,a set of two similar things considered as a unit,35468818
binding,the capacity to attract and hold something,35460835
ne,a colorless odorless gaseous element that give a red glow in a vacuum tube; one of the six inert gasses; occurs in the air in small amounts,35446417
ocean,a large body of water constituting a principal part of the hydrosphere,35377889
baseball,a ball game played with a bat and ball between two teams of nine players; teams take turns at bat trying to score runs,35350341
placed,put into a certain place or abstract location,35347899
strength,the property of being physically or mentally strong,35339916
follows,"to travel behind, go after, come after",35327869
assist,give help or assistance; be of service,35294972
sweet,having or denoting the characteristic taste of sugar,35276616
bookmark,a marker (a piece of paper or ribbon) placed between the pages of a book to mark the reader's place,35272318
ontario,the smallest of the Great Lakes,35233760
automatically,in a reflex manner,35225937
clock,a timepiece that shows the time of day,35223865
gun,a weapon that discharges a missile at high velocity (especially from a metal tube or barrel),35217715
printing,text handwritten in the style of printed matter,35215398
minnesota,a midwestern state,35206660
dimension,the magnitude of something in a particular direction (especially length or width or height),35183453
lack,the state of needing something that is absent or unavailable,35178494
frequency,the number of occurrences within a given time period,35171104
sister,a female person who has the same parents as another person,35155790
jackson,English film actress who later became a member of British Parliament (born in 1936),35154479
wi,a midwestern state in north central United States,35132149
